,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
7,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,L,0,2,Leicester City,0.3,1.5,41.0,51523,Jamaal Lascelles,4-4-1-1,Simon Hooper,Match Report,,5.0,1.0,26.9,0.0,0,0,2022,NewcastleUnited
8,2018-10-06,17:30,Premier League,Matchweek 8,Sat,Away,L,2,3,Manchester Utd,1.3,1.9,29.0,74519,Jamaal Lascelles,4-4-1-1,Anthony Taylor,Match Report,,13.0,8.0,16.5,0.0,0,0,2022,NewcastleUnited
9,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Home,L,0,1,Brighton,2.0,0.9,67.0,50329,Jamaal Lascelles,4-4-1-1,Andre Marriner,Match Report,,26.0,5.0,18.9,1.0,0,0,2022,NewcastleUnited
10,2018-10-27,15:00,Premier League,Matchweek 10,Sat,Away,D,0,0,Southampton,0.3,1.6,48.0,30736,Jamaal Lascelles,4-4-1-1,Chris Kavanagh,Match Report,,6.0,0.0,18.7,0.0,0,0,2022,NewcastleUnited
11,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Home,W,1,0,Watford,0.7,1.8,43.0,49157,Jamaal Lascelles,4-4-1-1,Craig Pawson,Match Report,,10.0,2.0,20.4,2.0,0,0,2022,NewcastleUnited
12,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Home,W,2,1,Bournemouth,1.9,1.4,40.0,49266,Paul Dummett,4-4-1-1,Lee Probert,Match Report,,18.0,7.0,15.9,0.0,0,0,2022,NewcastleUnited
13,2018-11-26,20:30,Premier League,Matchweek 13,Mon,Away,W,2,1,Burnley,1.8,1.5,43.0,20628,Ciaran Clark,3-4-3,Anthony Taylor,Match Report,,17.0,2.0,20.5,0.0,0,0,2022,NewcastleUnited
14,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Home,L,0,3,West Ham,1.2,1.5,58.0,51853,Federico Fernández,4-4-1-1,Paul Tierney,Match Report,,17.0,5.0,18.7,2.0,0,0,2022,NewcastleUnited
15,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Away,D,1,1,Everton,1.1,1.6,26.0,39350,Jamaal Lascelles,3-5-1-1,Lee Mason,Match Report,,7.0,5.0,13.0,0.0,0,0,2022,NewcastleUnited
16,2018-12-09,16:00,Premier League,Matchweek 16,Sun,Home,L,1,2,Wolves,0.5,1.7,51.0,50223,Jamaal Lascelles,3-5-1-1,Mike Dean,Match Report,,12.0,4.0,17.7,1.0,0,0,2022,NewcastleUnited
17,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Away,W,1,0,Huddersfield,1.1,0.7,30.0,24036,Jamaal Lascelles,3-5-1-1,Anthony Taylor,Match Report,,8.0,5.0,22.6,1.0,0,0,2022,NewcastleUnited
18,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,D,0,0,Fulham,0.4,0.3,53.0,51237,Jamaal Lascelles,3-4-3,Martin Atkinson,Match Report,,9.0,0.0,17.5,0.0,0,0,2022,NewcastleUnited
19,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Away,L,0,4,Liverpool,0.5,3.0,26.0,53318,Jamaal Lascelles,3-5-2,Graham Scott,Match Report,,6.0,2.0,14.6,0.0,0,0,2022,NewcastleUnited
20,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Away,D,1,1,Watford,0.6,1.1,37.0,20336,Jamaal Lascelles,3-4-3,Roger East,Match Report,,8.0,2.0,19.6,0.0,0,0,2022,NewcastleUnited
21,2019-01-02,20:00,Premier League,Matchweek 21,Wed,Home,L,0,2,Manchester Utd,0.8,2.3,35.0,52217,Jamaal Lascelles,3-4-3,Andre Marriner,Match Report,,14.0,3.0,18.2,0.0,0,0,2022,NewcastleUnited
23,2019-01-12,17:30,Premier League,Matchweek 22,Sat,Away,L,1,2,Chelsea,0.6,1.7,35.0,40491,Jamaal Lascelles,3-4-3,Chris Kavanagh,Match Report,,9.0,2.0,15.5,0.0,0,0,2022,NewcastleUnited
25,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,W,3,0,Cardiff City,2.1,0.2,53.0,49864,Jamaal Lascelles,3-4-3,Stuart Attwell,Match Report,,16.0,6.0,14.9,0.0,0,0,2022,NewcastleUnited
27,2019-01-29,20:00,Premier League,Matchweek 24,Tue,Home,W,2,1,Manchester City,1.2,1.3,24.0,50861,Jamaal Lascelles,3-4-3,Paul Tierney,Match Report,,6.0,1.0,21.3,0.0,1,1,2022,NewcastleUnited
28,2019-02-02,12:30,Premier League,Matchweek 25,Sat,Away,L,0,1,Tottenham,0.5,2.4,28.0,41219,Jamaal Lascelles,3-4-3,Andre Marriner,Match Report,,8.0,2.0,17.0,0.0,0,0,2022,NewcastleUnited
29,2019-02-11,20:00,Premier League,Matchweek 26,Mon,Away,D,1,1,Wolves,0.7,1.9,41.0,30687,Jamaal Lascelles,3-3-2-1-1,Graham Scott,Match Report,,8.0,3.0,18.0,0.0,0,0,2022,NewcastleUnited
30,2019-02-23,15:00,Premier League,Matchweek 27,Sat,Home,W,2,0,Huddersfield,3.3,0.2,54.0,52174,Jamaal Lascelles,5-4-1,Kevin Friend,Match Report,,27.0,11.0,15.1,0.0,0,0,2022,NewcastleUnited
31,2019-02-26,20:00,Premier League,Matchweek 28,Tue,Home,W,2,0,Burnley,0.8,1.1,56.0,48323,Jamaal Lascelles,3-4-3,Craig Pawson,Match Report,,12.0,3.0,17.1,0.0,0,0,2022,NewcastleUnited
32,2019-03-02,17:30,Premier League,Matchweek 29,Sat,Away,L,0,2,West Ham,1.1,1.9,44.0,59910,Jamaal Lascelles,3-4-3,Chris Kavanagh,Match Report,,18.0,2.0,18.4,1.0,0,0,2022,NewcastleUnited
33,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Home,W,3,2,Everton,2.3,1.0,45.0,52242,Jamaal Lascelles,3-4-3,Lee Mason,Match Report,,18.0,6.0,19.9,0.0,0,1,2022,NewcastleUnited
34,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Away,D,2,2,Bournemouth,1.2,1.5,52.0,10625,Paul Dummett,3-4-3,Mike Dean,Match Report,,12.0,4.0,22.4,1.0,0,0,2022,NewcastleUnited
35,2019-04-01,20:00,Premier League,Matchweek 32,Mon,Away,L,0,2,Arsenal,0.1,0.9,30.0,59869,Jamaal Lascelles,3-4-3,Anthony Taylor,Match Report,,3.0,1.0,34.5,0.0,0,0,2022,NewcastleUnited
36,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Home,L,0,1,Crystal Palace,1.4,1.4,54.0,51926,Jamaal Lascelles,3-4-3,Stuart Attwell,Match Report,,18.0,5.0,18.2,2.0,0,0,2022,NewcastleUnited
37,2019-04-12,20:00,Premier League,Matchweek 34,Fri,Away,W,1,0,Leicester City,0.7,1.2,29.0,32108,Jamaal Lascelles,3-4-3,Chris Kavanagh,Match Report,,11.0,5.0,20.1,1.0,0,0,2022,NewcastleUnited
38,2019-04-20,17:30,Premier League,Matchweek 35,Sat,Home,W,3,1,Southampton,1.4,1.0,43.0,52191,Jamaal Lascelles,3-4-3,Anthony Taylor,Match Report,,14.0,5.0,16.7,1.0,0,0,2022,NewcastleUnited
39,2019-04-27,17:30,Premier League,Matchweek 36,Sat,Away,D,1,1,Brighton,0.4,1.2,49.0,30587,Jonjo Shelvey,3-4-3,Mike Dean,Match Report,,9.0,1.0,22.7,0.0,0,0,2022,NewcastleUnited
40,2019-05-04,19:45,Premier League,Matchweek 37,Sat,Home,L,2,3,Liverpool,1.4,1.2,32.0,52206,Jamaal Lascelles,3-4-3,Andre Marriner,Match Report,,13.0,6.0,16.3,1.0,0,0,2022,NewcastleUnited
41,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,4,0,Fulham,1.5,0.9,33.0,24979,Jamaal Lascelles,3-4-3,Kevin Friend,Match Report,,15.0,6.0,18.6,0.0,0,0,2022,NewcastleUnited
0,2018-08-11,15:00,Premier League,Matchweek 1,Sat,Home,W,2,0,Cardiff City,2.1,1.2,63.0,10353,Andrew Surman,4-4-2,Kevin Friend,Match Report,,12.0,3.0,15.8,0.0,0,1,2022,Bournemouth
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Away,W,2,1,West Ham,2.1,1.2,39.0,56888,Andrew Surman,4-4-2,Stuart Attwell,Match Report,,11.0,5.0,16.0,0.0,0,0,2022,Bournemouth
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Home,D,2,2,Everton,3.2,0.8,51.0,10654,Andrew Surman,4-4-2,Lee Probert,Match Report,,14.0,5.0,15.3,0.0,1,1,2022,Bournemouth
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Away,L,0,2,Chelsea,0.8,1.2,29.0,40178,Simon Francis,3-4-3,Lee Mason,Match Report,,8.0,1.0,17.7,0.0,0,0,2022,Bournemouth
5,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Home,W,4,2,Leicester City,1.9,2.2,47.0,10543,Steve Cook,4-4-2,Craig Pawson,Match Report,,9.0,4.0,21.3,0.0,1,1,2022,Bournemouth
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Away,L,0,4,Burnley,1.4,1.8,63.0,18636,Andrew Surman,4-4-2,Anthony Taylor,Match Report,,19.0,5.0,20.7,2.0,0,0,2022,Bournemouth
8,2018-10-01,20:00,Premier League,Matchweek 7,Mon,Home,W,2,1,Crystal Palace,2.0,0.5,45.0,10199,Simon Francis,4-4-2,Mike Dean,Match Report,,11.0,4.0,16.2,0.0,1,1,2022,Bournemouth
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Away,W,4,0,Watford,2.8,0.9,53.0,20139,Simon Francis,4-4-2,Jonathan Moss,Match Report,,9.0,6.0,11.7,0.0,1,1,2022,Bournemouth
10,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Home,D,0,0,Southampton,1.0,0.6,58.0,10986,Simon Francis,4-4-2,Lee Probert,Match Report,,11.0,2.0,10.5,0.0,0,0,2022,Bournemouth
11,2018-10-27,15:00,Premier League,Matchweek 10,Sat,Away,W,3,0,Fulham,2.0,0.5,49.0,25071,Simon Francis,3-4-3,Andre Marriner,Match Report,,12.0,4.0,17.0,0.0,1,1,2022,Bournemouth
13,2018-11-03,12:30,Premier League,Matchweek 11,Sat,Home,L,1,2,Manchester Utd,1.8,2.9,49.0,10792,Simon Francis,4-4-1-1,Paul Tierney,Match Report,,19.0,7.0,16.1,1.0,0,0,2022,Bournemouth
14,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Away,L,1,2,Newcastle Utd,1.4,1.9,60.0,49266,Simon Francis,4-4-1-1,Lee Probert,Match Report,,14.0,4.0,14.0,1.0,0,0,2022,Bournemouth
15,2018-11-25,13:30,Premier League,Matchweek 13,Sun,Home,L,1,2,Arsenal,0.7,1.8,43.0,10792,Simon Francis,4-4-2,Craig Pawson,Match Report,,11.0,5.0,18.6,1.0,0,0,2022,Bournemouth
16,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Away,L,1,3,Manchester City,0.4,2.5,29.0,54409,Simon Francis,3-4-3,Stuart Attwell,Match Report,,4.0,1.0,13.6,0.0,0,0,2022,Bournemouth
17,2018-12-04,19:45,Premier League,Matchweek 15,Tue,Home,W,2,1,Huddersfield,0.9,1.7,34.0,9980,Simon Francis,4-4-2,Roger East,Match Report,,7.0,3.0,15.9,0.0,0,0,2022,Bournemouth
18,2018-12-08,12:30,Premier League,Matchweek 16,Sat,Home,L,0,4,Liverpool,0.3,1.6,40.0,10752,Simon Francis,4-4-2,Lee Mason,Match Report,,8.0,2.0,22.2,1.0,0,0,2022,Bournemouth
19,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Wolves,0.5,1.8,61.0,30997,Andrew Surman,3-4-3,Simon Hooper,Match Report,,13.0,3.0,20.4,1.0,0,0,2022,Bournemouth
21,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,W,2,0,Brighton,1.0,0.7,56.0,10491,Simon Francis,4-4-2,Mike Dean,Match Report,,14.0,3.0,18.2,2.0,0,0,2022,Bournemouth
22,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Away,L,0,5,Tottenham,1.4,1.9,44.0,45154,Simon Francis,4-1-4-1,Chris Kavanagh,Match Report,,14.0,4.0,12.5,0.0,0,0,2022,Bournemouth
23,2018-12-30,16:30,Premier League,Matchweek 20,Sun,Away,L,1,4,Manchester Utd,0.4,2.1,35.0,74556,Andrew Surman,3-5-2,Lee Mason,Match Report,,7.0,3.0,15.9,0.0,0,0,2022,Bournemouth
24,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,D,3,3,Watford,2.1,0.8,56.0,10261,Steve Cook,4-4-2,David Coote,Match Report,,25.0,11.0,16.8,0.0,0,0,2022,Bournemouth
26,2019-01-13,14:15,Premier League,Matchweek 22,Sun,Away,L,0,2,Everton,2.2,1.0,51.0,38113,Steve Cook,4-4-1-1,Anthony Taylor,Match Report,,16.0,7.0,13.1,1.0,0,0,2022,Bournemouth
27,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,W,2,0,West Ham,1.3,0.8,39.0,10495,Steve Cook,4-4-2,Simon Hooper,Match Report,,10.0,4.0,14.7,0.0,0,0,2022,Bournemouth
28,2019-01-30,19:45,Premier League,Matchweek 24,Wed,Home,W,4,0,Chelsea,1.7,1.0,33.0,10227,Andrew Surman,4-4-1-1,Roger East,Match Report,,12.0,7.0,15.1,0.0,0,0,2022,Bournemouth
29,2019-02-02,17:30,Premier League,Matchweek 25,Sat,Away,L,0,2,Cardiff City,0.5,2.3,73.0,31939,Andrew Surman,4-2-2-1-1,Jonathan Moss,Match Report,,9.0,2.0,15.6,0.0,0,0,2022,Bournemouth
30,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,L,0,3,Liverpool,0.4,2.0,34.0,53178,Andrew Surman,4-1-4-1,Anthony Taylor,Match Report,,11.0,2.0,23.4,0.0,0,0,2022,Bournemouth
31,2019-02-23,15:00,Premier League,Matchweek 27,Sat,Home,D,1,1,Wolves,2.0,1.6,44.0,10671,Dan Gosling,4-2-3-1,Roger East,Match Report,,6.0,2.0,17.1,0.0,1,2,2022,Bournemouth
32,2019-02-27,19:45,Premier League,Matchweek 28,Wed,Away,L,1,5,Arsenal,1.3,3.2,36.0,59618,Andrew Surman,4-4-2,Chris Kavanagh,Match Report,,13.0,5.0,18.9,1.0,0,0,2022,Bournemouth
33,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,L,0,1,Manchester City,0.0,1.6,20.0,10699,Andrew Surman,3-4-3,Kevin Friend,Match Report,,0.0,0.0,,0.0,0,0,2022,Bournemouth
34,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Away,W,2,0,Huddersfield,2.2,0.4,44.0,22304,Andrew Surman,4-4-2,Anthony Taylor,Match Report,,9.0,5.0,11.1,0.0,0,0,2022,Bournemouth
35,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Home,D,2,2,Newcastle Utd,1.5,1.2,48.0,10625,Charlie Daniels,4-4-2,Mike Dean,Match Report,,9.0,1.0,17.8,0.0,1,1,2022,Bournemouth
36,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,0,2,Leicester City,0.5,1.6,41.0,31530,Dan Gosling,4-4-2,Lee Mason,Match Report,,8.0,2.0,22.5,0.0,0,0,2022,Bournemouth
37,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Home,L,1,3,Burnley,1.2,1.0,60.0,10446,Dan Gosling,4-4-2,Martin Atkinson,Match Report,,10.0,2.0,18.6,1.0,0,0,2022,Bournemouth
38,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,W,5,0,Brighton,2.0,0.4,49.0,30460,Steve Cook,4-4-2,Kevin Friend,Match Report,,14.0,7.0,15.1,0.0,0,0,2022,Bournemouth
39,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Home,L,0,1,Fulham,1.9,1.9,49.0,10511,Steve Cook,4-4-2,David Coote,Match Report,,15.0,5.0,14.3,1.0,0,0,2022,Bournemouth
40,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Away,D,3,3,Southampton,2.0,2.7,54.0,31310,Steve Cook,3-5-2,Graham Scott,Match Report,,9.0,5.0,16.7,0.0,0,0,2022,Bournemouth
41,2019-05-04,12:30,Premier League,Matchweek 37,Sat,Home,W,1,0,Tottenham,1.6,0.7,53.0,10630,Steve Cook,4-4-1-1,Craig Pawson,Match Report,,20.0,6.0,13.8,1.0,0,0,2022,Bournemouth
42,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,L,3,5,Crystal Palace,1.8,2.0,53.0,25433,Steve Cook,4-4-1-1,Roger East,Match Report,,16.0,8.0,17.8,1.0,0,0,2022,Bournemouth
3,2018-08-12,13:30,Premier League,Matchweek 1,Sun,Away,D,0,0,Southampton,1.5,1.1,51.0,30784,Ben Mee,4-4-1-1,Graham Scott,Match Report,,16.0,6.0,16.3,1.0,0,0,2022,Burnley
5,2018-08-19,13:30,Premier League,Matchweek 2,Sun,Home,L,1,3,Watford,0.4,1.3,57.0,18822,Ben Mee,4-4-1-1,Paul Tierney,Match Report,,8.0,3.0,16.2,1.0,0,0,2022,Burnley
7,2018-08-26,16:00,Premier League,Matchweek 3,Sun,Away,L,2,4,Fulham,1.4,2.1,38.0,23438,Ben Mee,4-4-1-1,David Coote,Match Report,,13.0,2.0,14.2,1.0,0,0,2022,Burnley
9,2018-09-02,16:00,Premier League,Matchweek 4,Sun,Home,L,0,2,Manchester Utd,0.7,2.9,47.0,21525,Ben Mee,4-4-1-1,Jonathan Moss,Match Report,,9.0,3.0,15.9,0.0,0,0,2022,Burnley
10,2018-09-16,13:30,Premier League,Matchweek 5,Sun,Away,L,0,1,Wolves,0.3,2.8,41.0,30406,Ben Mee,4-4-2,Andre Marriner,Match Report,,7.0,2.0,23.0,1.0,0,0,2022,Burnley
11,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,W,4,0,Bournemouth,1.8,1.4,37.0,18636,Ben Mee,4-4-1-1,Anthony Taylor,Match Report,,12.0,5.0,13.4,0.0,0,0,2022,Burnley
13,2018-09-30,16:00,Premier League,Matchweek 7,Sun,Away,W,2,1,Cardiff City,0.5,1.6,47.0,30411,Ben Mee,4-4-1-1,Martin Atkinson,Match Report,,3.0,2.0,12.7,0.0,0,0,2022,Burnley
14,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Home,D,1,1,Huddersfield,0.5,1.1,31.0,20533,Ben Mee,4-4-2,Chris Kavanagh,Match Report,,6.0,3.0,14.6,0.0,0,0,2022,Burnley
15,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Away,L,0,5,Manchester City,0.4,4.1,31.0,54094,Ben Mee,4-4-1-1,Jonathan Moss,Match Report,,5.0,0.0,14.2,0.0,0,0,2022,Burnley
16,2018-10-28,13:30,Premier League,Matchweek 10,Sun,Home,L,0,4,Chelsea,0.5,2.7,31.0,21430,Ben Mee,4-4-1-1,Craig Pawson,Match Report,,7.0,1.0,16.3,0.0,0,0,2022,Burnley
17,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Away,L,2,4,West Ham,0.8,2.7,36.0,56862,Ben Mee,4-4-1-1,Roger East,Match Report,,6.0,3.0,14.3,0.0,0,0,2022,Burnley
18,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Away,D,0,0,Leicester City,0.6,1.6,37.0,32184,Ben Mee,4-4-2,Mike Dean,Match Report,,7.0,1.0,17.1,2.0,0,0,2022,Burnley
19,2018-11-26,20:30,Premier League,Matchweek 13,Mon,Home,L,1,2,Newcastle Utd,1.5,1.8,57.0,20628,Ben Mee,4-4-2,Anthony Taylor,Match Report,,14.0,4.0,17.1,0.0,0,0,2022,Burnley
20,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Away,L,0,2,Crystal Palace,0.6,2.5,41.0,25098,Ben Mee,4-4-1-1,Lee Probert,Match Report,,4.0,0.0,8.3,0.0,0,0,2022,Burnley
21,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Home,L,1,3,Liverpool,1.2,2.4,27.0,21741,Ben Mee,4-4-2,Stuart Attwell,Match Report,,10.0,6.0,18.3,0.0,0,0,2022,Burnley
22,2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Brighton,1.5,0.8,38.0,18497,Ben Mee,4-4-2,Martin Atkinson,Match Report,,13.0,4.0,15.6,1.0,0,0,2022,Burnley
23,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Away,L,0,1,Tottenham,0.3,2.0,31.0,41645,Ben Mee,3-4-3,Graham Scott,Match Report,,4.0,0.0,16.4,0.0,0,0,2022,Burnley
24,2018-12-22,12:30,Premier League,Matchweek 18,Sat,Away,L,1,3,Arsenal,1.0,1.6,40.0,59493,Ben Mee,3-5-2,Kevin Friend,Match Report,,8.0,2.0,18.9,0.0,0,0,2022,Burnley
25,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,L,1,5,Everton,1.5,2.1,51.0,21484,Ben Mee,3-5-2,Michael Oliver,Match Report,,11.0,3.0,14.0,1.0,0,0,2022,Burnley
26,2018-12-30,14:15,Premier League,Matchweek 20,Sun,Home,W,2,0,West Ham,2.0,0.5,42.0,20933,Tom Heaton,4-4-2,David Coote,Match Report,,16.0,5.0,15.2,0.0,0,0,2022,Burnley
27,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Away,W,2,1,Huddersfield,2.0,0.4,58.0,23715,Tom Heaton,4-4-2,Mike Dean,Match Report,,16.0,8.0,14.5,1.0,0,0,2022,Burnley
29,2019-01-12,15:00,Premier League,Matchweek 22,Sat,Home,W,2,1,Fulham,0.6,0.6,43.0,19316,Tom Heaton,4-4-2,Martin Atkinson,Match Report,,11.0,1.0,19.6,0.0,0,0,2022,Burnley
30,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Away,D,0,0,Watford,1.2,1.2,45.0,19510,Tom Heaton,4-4-2,Michael Oliver,Match Report,,12.0,3.0,13.6,1.0,0,0,2022,Burnley
32,2019-01-29,20:00,Premier League,Matchweek 24,Tue,Away,D,2,2,Manchester Utd,0.7,3.0,27.0,74529,Tom Heaton,4-4-2,Jonathan Moss,Match Report,,6.0,4.0,15.5,0.0,0,0,2022,Burnley
33,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Home,D,1,1,Southampton,2.1,0.9,54.0,19787,Tom Heaton,4-4-2,Anthony Taylor,Match Report,,14.0,5.0,13.6,0.0,1,1,2022,Burnley
34,2019-02-09,17:30,Premier League,Matchweek 26,Sat,Away,W,3,1,Brighton,2.2,1.1,33.0,29323,Tom Heaton,4-2-2-2,Stuart Attwell,Match Report,,8.0,4.0,16.5,0.0,1,1,2022,Burnley
35,2019-02-23,12:30,Premier League,Matchweek 27,Sat,Home,W,2,1,Tottenham,1.3,0.9,31.0,21338,Tom Heaton,4-2-2-2,Mike Dean,Match Report,,10.0,4.0,14.2,1.0,0,0,2022,Burnley
36,2019-02-26,20:00,Premier League,Matchweek 28,Tue,Away,L,0,2,Newcastle Utd,1.1,0.8,44.0,48323,Tom Heaton,4-4-2,Craig Pawson,Match Report,,13.0,2.0,10.6,0.0,0,0,2022,Burnley
37,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,L,1,3,Crystal Palace,1.7,0.8,59.0,19223,Tom Heaton,4-4-2,Lee Probert,Match Report,,17.0,4.0,15.5,1.0,0,0,2022,Burnley
38,2019-03-10,12:00,Premier League,Matchweek 30,Sun,Away,L,2,4,Liverpool,0.3,4.5,33.0,53310,Tom Heaton,4-4-2,Andre Marriner,Match Report,,3.0,2.0,22.1,0.0,0,0,2022,Burnley
39,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Home,L,1,2,Leicester City,1.6,0.7,62.0,20719,Tom Heaton,4-4-2,Michael Oliver,Match Report,,15.0,4.0,15.0,1.0,0,0,2022,Burnley
40,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Home,W,2,0,Wolves,0.2,0.5,37.0,20990,Tom Heaton,4-4-2,Chris Kavanagh,Match Report,,5.0,1.0,16.6,0.0,0,0,2022,Burnley
41,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Away,W,3,1,Bournemouth,1.0,1.2,40.0,10446,Tom Heaton,4-4-2,Martin Atkinson,Match Report,,10.0,3.0,14.9,1.0,0,0,2022,Burnley
42,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Home,W,2,0,Cardiff City,2.7,0.8,48.0,21480,Tom Heaton,4-4-2,Mike Dean,Match Report,,14.0,7.0,11.2,0.0,0,0,2022,Burnley
43,2019-04-22,20:00,Premier League,Matchweek 35,Mon,Away,D,2,2,Chelsea,0.9,1.1,25.0,40642,Tom Heaton,4-4-2,Kevin Friend,Match Report,,5.0,2.0,14.8,0.0,0,0,2022,Burnley
44,2019-04-28,14:05,Premier League,Matchweek 36,Sun,Home,L,0,1,Manchester City,0.1,2.4,33.0,21605,Tom Heaton,4-4-2,Paul Tierney,Match Report,,2.0,0.0,16.3,0.0,0,0,2022,Burnley
45,2019-05-03,20:00,Premier League,Matchweek 37,Fri,Away,L,0,2,Everton,0.6,1.6,41.0,39303,Tom Heaton,4-4-2,Chris Kavanagh,Match Report,,5.0,1.0,14.9,0.0,0,0,2022,Burnley
46,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,L,1,3,Arsenal,1.9,2.1,40.0,21461,Tom Heaton,4-4-2,Mike Dean,Match Report,,13.0,4.0,9.8,0.0,0,0,2022,Burnley
0,2018-08-12,13:30,Premier League,Matchweek 1,Sun,Home,D,0,0,Burnley,1.1,1.5,49.0,30784,Ryan Bertrand,3-4-3,Graham Scott,Match Report,,19.0,3.0,17.9,0.0,0,0,2022,Southampton
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Away,L,1,2,Everton,1.6,1.8,44.0,38601,Ryan Bertrand,4-4-2,Lee Mason,Match Report,,15.0,4.0,15.0,1.0,0,0,2022,Southampton
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Home,L,1,2,Leicester City,0.7,0.5,51.0,29925,Ryan Bertrand,4-4-2,Jonathan Moss,Match Report,,12.0,5.0,22.0,1.0,0,0,2022,Southampton
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Away,W,2,0,Crystal Palace,2.5,1.9,50.0,25495,Ryan Bertrand,4-4-2,Martin Atkinson,Match Report,,18.0,6.0,19.5,0.0,0,1,2022,Southampton
5,2018-09-17,20:00,Premier League,Matchweek 5,Mon,Home,D,2,2,Brighton,1.7,1.7,51.0,28811,Ryan Bertrand,4-4-2,Anthony Taylor,Match Report,,13.0,3.0,19.5,1.0,1,1,2022,Southampton
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Away,L,0,3,Liverpool,0.8,2.2,39.0,50965,Ryan Bertrand,4-1-4-1,Paul Tierney,Match Report,,7.0,1.0,15.3,0.0,0,0,2022,Southampton
7,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Wolves,1.1,1.4,51.0,31147,Ryan Bertrand,4-4-2,Stuart Attwell,Match Report,,17.0,6.0,20.5,1.0,0,0,2022,Southampton
9,2018-10-07,14:15,Premier League,Matchweek 8,Sun,Home,L,0,3,Chelsea,1.4,2.6,36.0,27077,Ryan Bertrand,3-4-3,Craig Pawson,Match Report,,15.0,6.0,18.4,1.0,0,0,2022,Southampton
10,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Away,D,0,0,Bournemouth,0.6,1.0,42.0,10986,Ryan Bertrand,4-4-2,Lee Probert,Match Report,,8.0,4.0,23.9,1.0,0,0,2022,Southampton
